,Date,EAC,Lat,Long,eventkey
771595,2020-01-14,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6827281,-106.1337115,p2
771596,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6666942,-105.9520935,p0
771606,2020-01-14,ROBO A CENTRO RELIGIOSO,28.58551797,-105.9925703,p22
771608,2020-01-14,ROBO DE VEHÍCULO SIN VIOLENCIA,28.67960905,-106.1297232,p2
771609,2020-01-14,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.74695134,-106.12763992,v1
771638,2020-01-14,ALLANAMIENTO DE MORADA,28.66769395,-106.1145278,p21
771677,2020-01-14,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7374653,-106.1363368,p4
771688,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65659686,-105.96151938,p0
771692,2020-01-14,EXTORSIÓN,28.6336618,-106.0771654,v27
771694,2020-01-14,ROBO A ESCUELA,28.6547934,-106.0722408,p5
771703,2020-01-14,ROBO DE VEHÍCULO SIN VIOLENCIA,28.49904456,-105.88320815,p2
771749,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6435059,-106.0828707,p0
771765,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5747391,-106.117549,p0
771795,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6592696,-106.114355,p0
771840,2020-01-14,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.78799055,-106.15201163,v4
771916,2020-01-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7390603,-106.1625919,p0
771920,2020-01-14,VIOLENCIA FAMILIAR,28.6927463,-106.1337571,v0
772003,2020-01-14,DAÑOS,28.6366056,-106.0825751,p3
772127,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6710592,-106.1213041,p0
772139,2020-01-15,HOMICIDIO,28.64458252,-106.1506183,v3
772144,2020-01-15,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6816547,-106.0967542,p4
772162,2020-01-15,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6232012,-106.07769064,p2
772163,2020-01-15,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7503636,-106.1380171,p2
772167,2020-01-15,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7155336,-106.0876745,p4
772185,2020-01-15,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6232012,-106.07769064,p2
772186,2020-01-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6923902,-106.120568,p1
772261,2020-01-15,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6454519,-106.0742284,p2
772275,2020-01-15,DAÑOS,28.7278039,-106.1240317,p3
772277,2020-01-15,DAÑOS,28.7003226,-106.1547571,p3
772296,2020-01-15,ROBO A PERSONA CON VIOLENCIA,28.6540991,-106.0743439,v2
772334,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6546246,-105.9653974,p0
772336,2020-01-15,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7850144,-106.1628966,p2
772343,2020-01-15,ROBO A GRANJA O RANCHO SIN VIOLENCIA,28.65344668,-106.00951165,p11
772374,2020-01-15,VIOLACIÓN,28.590232,-106.1130738,v10
772402,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7378451,-106.1501066,p0
772438,2020-01-15,ROBO A PERSONA CON VIOLENCIA,28.6857081,-106.1091927,v2
772455,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.692674,-106.1229316,p0
772504,2020-01-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7248788,-106.1108501,p1
772508,2020-01-15,ROBO DE VEHÍCULO CON VIOLENCIA,28.5780247,-106.0349288,v5
772511,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7294019,-106.1068015,p0
772551,2020-01-15,ROBO A PERSONA CON VIOLENCIA,28.65626224,-106.12620718,v2
772555,2020-01-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7837524,-106.1676608,p0
772570,2020-01-15,DAÑOS,28.6599444,-106.1051251,p3
772606,2020-01-15,VIOLACIÓN,28.6092852,-106.058603,v10
772608,2020-01-15,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.63483,-106.1204204,p4
772610,2020-01-15,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6247694,-106.099486,v1
772712,2020-01-16,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.6754481,-106.1157473,p9
772767,2020-01-16,ROBO A PERSONA CON VIOLENCIA,28.6397376,-106.0772951,v2
772768,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.58536508,-106.03591691,p4
772781,2020-01-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6862341,-106.0929542,p1
772821,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6752423,-106.1176063,p4
772844,2020-01-16,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6027839,-106.0346548,p2
772859,2020-01-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63694139,-106.07669579,p1
772875,2020-01-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73160375,-106.11407084,p1
772884,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.660642,-106.0945969,p4
772895,2020-01-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.72359562,-106.12103214,v1
772914,2020-01-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6046382,-106.0954922,p0
772975,2020-01-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7268599,-106.1044324,v1
772979,2020-01-16,ALLANAMIENTO DE MORADA,28.65302774,-106.05055299,p21
772991,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6535993,-106.0791669,p4
772998,2020-01-16,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7515864,-106.12756193,p2
773014,2020-01-16,ROBO A PERSONA CON VIOLENCIA,28.6375941,-106.0728529,v2
773018,2020-01-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6641306,-105.9823661,p0
773030,2020-01-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6621415,-106.0090139,p0
773078,2020-01-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6520926,-106.1114571,p0
773096,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7835086,-106.171627,p4
773103,2020-01-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6344714,-106.0911703,v1
773221,2020-01-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7844877,-106.1564092,p0
773222,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6472855,-106.1335077,p4
773233,2020-01-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.60540415,-106.11786198,p1
773244,2020-01-16,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7168327,-106.1498085,p4
773250,2020-01-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70377085,-106.08977075,p1
773321,2020-01-17,DELITOS CONTRA LA SALUD,28.586325,-106.0332167,v7
773346,2020-01-17,TENTATIVA DE ROBO,28.6831367,-106.1339172,v19
773390,2020-01-17,ROBO A PERSONA SIN VIOLENCIA,28.6712535,-106.0274438,p6
773392,2020-01-17,PORTACIÓN DE ARMAS O CARTUCHOS,28.5794116,-106.03674,v13
773427,2020-01-17,ROBO A ESCUELA,28.6194821,-106.0932414,p5
773431,2020-01-17,DAÑOS,28.7234478,-106.1253509,p3
773446,2020-01-17,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6017117,-106.068614,p4
773451,2020-01-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64121686,-105.99945314,p1
773454,2020-01-17,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7307228,-106.1364081,p2
773458,2020-01-17,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65879411,-106.06709958,p0
773459,2020-01-17,ROBO A PERSONA SIN VIOLENCIA,28.64739448,-106.11713596,p6
773469,2020-01-17,ROBO A PERSONA CON VIOLENCIA,28.6649468,-105.9537295,v2
773479,2020-01-17,ROBO A ESCUELA,28.65649788,-105.96657649,p5
773502,2020-01-17,VIOLENCIA FAMILIAR,28.7853444,-106.1580631,v0
773505,2020-01-17,ROBO A PERSONA CON VIOLENCIA,28.6418089,-106.1030308,v2
773508,2020-01-17,VIOLENCIA FAMILIAR,28.7283275,-106.136833,v0
773515,2020-01-17,VIOLENCIA FAMILIAR,28.67705234,-106.0047315,v0
773539,2020-01-17,TENTATIVA DE HOMICIDIO,28.60463362,-106.04798377,v6
773623,2020-01-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63853444,-106.07878827,p1
773656,2020-01-17,ABUSO SEXUAL,28.5962221,-106.0271343,v8
773667,2020-01-17,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.72409887,-106.12645413,v1
773705,2020-01-17,ROBO A CONSTRUCCIÓN,28.7315565,-106.10663872,p14
773762,2020-01-17,ROBO A ESCUELA,28.7251367,-106.1205751,p5
773773,2020-01-17,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.6020745,-105.9969023,v16
773799,2020-01-17,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.80004941,-106.17646053,v1
773833,2020-01-17,PRIVACIÓN DE LA LIBERTAD,28.76956326,-105.97037389,v17
773847,2020-01-17,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6321124,-106.08880777,v1
773868,2020-01-17,DAÑOS,28.68048325,-105.99491155,p3
773873,2020-01-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6358915,-106.0893468,p1
773876,2020-01-17,DELITOS CONTRA LA SALUD,28.57890982,-106.03478227,v7
773948,2020-01-17,HOMICIDIO,28.60479212,-106.01739853,v3
774034,2020-01-18,DAÑOS,28.60211394,-106.10306058,p3
774052,2020-01-18,DAÑOS,28.36595615,-106.25612816,p3
774135,2020-01-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62132521,-106.03114198,p1
774170,2020-01-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67512689,-106.13511462,p1
774174,2020-01-18,DAÑOS,28.677886,-106.1259366,p3
774177,2020-01-18,VIOLENCIA FAMILIAR,28.6643375,-106.1158996,v0
774186,2020-01-18,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6358967,-106.0683887,p4
774203,2020-01-18,DAÑOS,28.6917693,-106.123918,p3
774211,2020-01-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6379263,-106.0810926,p1
774212,2020-01-18,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.53596353,-106.16994823,p0
774215,2020-01-18,ROBO A BIENES PÚBLICOS,28.66688021,-105.93929584,p16
774224,2020-01-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73229265,-106.10698233,p1
774234,2020-01-18,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7043953,-106.1073561,p0
774236,2020-01-18,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6037531,-106.1008928,v1
774262,2020-01-18,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6512157,-106.1011476,p4
774275,2020-01-18,ROBO A TRANSPORTISTA CON VIOLENCIA,28.60202392,-106.05161741,v11
774371,2020-01-18,VIOLENCIA FAMILIAR,28.60592692,-106.06721205,v0
774448,2020-01-18,VIOLENCIA FAMILIAR,28.74705107,-106.11628845,v0
774479,2020-01-18,HOMICIDIO,28.5999183,-106.1243545,v3
774500,2020-01-18,ABUSO SEXUAL,28.736595,-106.1185011,v8
774513,2020-01-18,ROBO A PERSONA CON VIOLENCIA,28.60714018,-106.11650801,v2
774557,2020-01-18,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7401162,-106.1414908,p0
774560,2020-01-18,TENTATIVA DE ROBO,28.7124046,-106.0937181,v19
774608,2020-01-18,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6791902,-106.0027427,p0
774641,2020-01-18,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.6455467,-106.0898061,v4
774647,2020-01-18,ROBO DE VEHÍCULO CON VIOLENCIA,28.7411617,-106.1252169,v5
774794,2020-01-19,ABUSO DE CONFIANZA,28.7252948,-106.1276578,p18
774916,2020-01-19,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.59879155,-106.01913952,v4
774966,2020-01-19,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6579326,-106.1291453,p1
774968,2020-01-19,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7494401,-106.1336885,p4
774988,2020-01-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6738408,-106.134748,v1
775040,2020-01-19,DAÑOS,28.7271349,-106.1089131,p3
775044,2020-01-19,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68396257,-106.13003172,p1
775076,2020-01-19,NARCOMENUDEO,28.6908654,-106.1402655,v9
775106,2020-01-19,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6519449,-105.9640745,p0
775168,2020-01-19,ROBO A ESCUELA,28.60794215,-106.05506322,p5
775175,2020-01-19,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.60870295,-106.09264154,p4
775201,2020-01-19,TENTATIVA DE HOMICIDIO,28.6153167,-106.0090331,v6
775248,2020-01-19,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6968958,-106.1315673,p4
775273,2020-01-19,ROBO DE VEHÍCULO SIN VIOLENCIA,28.5947478,-106.0324742,p2
775301,2020-01-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6777473,-106.08893996,v1
775368,2020-01-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6333053,-106.0763841,v1
775501,2020-01-19,ROBO DE VEHÍCULO CON VIOLENCIA,28.7034356,-106.1009033,v5
775527,2020-01-19,DAÑOS,28.64952367,-106.09170378,p3
775568,2020-01-19,DAÑOS,28.68872433,-106.14236978,p3
775605,2020-01-19,DELITOS CONTRA LA SALUD,28.60185987,-106.03870936,v7
775663,2020-01-20,DAÑOS,28.69564034,-106.10996379,p3
775725,2020-01-20,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6040276,-106.0801535,p2
775727,2020-01-20,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.722592,-106.1286987,v1
775732,2020-01-20,DAÑOS,28.63688845,-106.0789226,p3
775758,2020-01-20,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.629628,-106.023177,p4
775778,2020-01-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64863613,-106.07372575,p1
775792,2020-01-20,ROBO A TRANSPORTISTA CON VIOLENCIA,28.72404646,-106.12615318,v11
775834,2020-01-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6754481,-106.1157473,p1
775887,2020-01-20,ROBO A TRANSPORTISTA CON VIOLENCIA,28.6686236,-105.9560076,v11
775900,2020-01-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5942481,-105.9907499,p0
775924,2020-01-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7078312,-106.1493852,p0
775950,2020-01-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6331706,-106.0917332,p0
775983,2020-01-20,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.640305,-106.116172,p4
776021,2020-01-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62065964,-106.03168868,p1
776031,2020-01-20,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.61996744,-106.06000265,v1
776129,2020-01-20,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6616039,-106.117915,v1
776148,2020-01-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7860305,-106.1600983,p0
776173,2020-01-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68200428,-106.14085816,p0
776243,2020-01-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6006881,-106.1036827,p1
776247,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73444109,-106.1274547,p0
776256,2020-01-21,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7149876,-106.0992207,p2
776261,2020-01-21,HOMICIDIO,28.63095887,-105.99855234,v3
776274,2020-01-21,ROBO A ESCUELA,28.59133439,-105.99223765,p5
776279,2020-01-21,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6199977,-106.1113166,p4
776284,2020-01-21,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6445694,-106.0721171,p4
776290,2020-01-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7283565,-106.093017,p1
776299,2020-01-21,DAÑOS,28.6362874,-106.0829104,p3
776303,2020-01-21,VIOLENCIA FAMILIAR,28.66058268,-106.09651517,v0
776339,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65300682,-106.06675191,p0
776342,2020-01-21,ROBO A CONSTRUCCIÓN,28.63509004,-106.06879055,p14
776376,2020-01-21,TENTATIVA DE ROBO,28.6686236,-105.9560076,v19
776410,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.692618,-106.1346278,p0
776417,2020-01-21,VIOLENCIA FAMILIAR,28.6725718,-106.1009723,v0
776424,2020-01-21,VIOLENCIA FAMILIAR,28.7832999,-106.1679009,v0
776432,2020-01-21,ROBO A TRANSPORTISTA SIN VIOLENCIA,28.6011335,-106.1045768,p13
776445,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7359929,-106.1254594,p0
776467,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59179443,-106.01426476,p0
776536,2020-01-21,ROBO A PERSONA CON VIOLENCIA,28.6341202,-106.0202172,v2
776560,2020-01-21,VIOLENCIA FAMILIAR,28.7332595,-106.1145118,v0
776577,2020-01-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73132138,-106.11334987,p1
776599,2020-01-21,DELITOS CONTRA LA SALUD,28.6203092,-106.0916368,v7
776600,2020-01-21,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6666251,-106.0910648,v1
776609,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6906282,-106.083124,p0
776613,2020-01-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60890123,-106.03553178,p0
776627,2020-01-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73299239,-106.11435765,p1
776658,2020-01-21,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6570241,-106.05645552,v1
776669,2020-01-21,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6269211,-106.0741496,p2
776687,2020-01-21,HOMICIDIO,28.65134447,-106.04696909,v3
776735,2020-01-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.722592,-106.1286987,p1
776825,2020-01-22,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6532179,-106.0988428,v1
776830,2020-01-22,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.6492333,-106.063705,v4
776842,2020-01-22,ROBO DE VEHÍCULO CON VIOLENCIA,28.67139259,-105.95027807,v5
776868,2020-01-22,DAÑOS,28.7248788,-106.1108501,p3
776899,2020-01-22,ROBO DE VEHÍCULO CON VIOLENCIA,28.6147609,-106.1140806,v5
776926,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68514815,-106.136669,p0
776952,2020-01-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6022094,-106.0944195,p2
776955,2020-01-22,FRAUDE,28.69761071,-106.13061081,p10
776963,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6714304,-105.98065,p0
776966,2020-01-22,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.64023,-106.073302,p9
776975,2020-01-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.5967723,-106.0184387,p2
776981,2020-01-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7004612,-106.1437325,p1
777005,2020-01-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63802273,-106.07896669,p1
777027,2020-01-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6780222,-106.0975186,p1
777062,2020-01-22,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.42897031,-106.21341329,v4
777066,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6714553,-105.9842795,p0
777068,2020-01-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6478735,-106.0844326,p2
777071,2020-01-22,VIOLACIÓN,28.58996198,-106.11076674,v10
777114,2020-01-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.60513311,-106.07234359,p1
777124,2020-01-22,VIOLENCIA FAMILIAR,28.6155446,-106.0629486,v0
777133,2020-01-22,ROBO A BIENES PÚBLICOS,28.5951506,-106.0687444,p16
777148,2020-01-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6390647,-106.0756686,p2
777161,2020-01-22,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7107871,-106.14482511,v1
777176,2020-01-22,ROBO A PERSONA CON VIOLENCIA,28.6748456,-106.0933859,v2
777182,2020-01-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6840528,-106.1411457,p1
777186,2020-01-22,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7051909,-106.0901724,v1
777188,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6182663,-106.03295501,p0
777228,2020-01-22,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6961931,-106.0867298,v1
777274,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5983477,-106.01087,p0
777311,2020-01-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7826031,-106.16012738,p0
777321,2020-01-22,DAÑOS,28.636836,-106.07759843,p3
777326,2020-01-23,ROBO A PERSONA CON VIOLENCIA,28.59712539,-106.04051515,v2
777336,2020-01-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.65179802,-106.06208826,v1
777377,2020-01-23,DAÑOS,28.78499511,-106.14675916,p3
777395,2020-01-23,TENTATIVA DE HOMICIDIO,28.62692628,-106.0879356,v6
777421,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6666251,-106.0910648,p1
777434,2020-01-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6954236,-106.1055713,p0
777436,2020-01-23,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.60527733,-106.05194787,p4
777442,2020-01-23,DAÑOS,28.63676214,-106.07753437,p3
777450,2020-01-23,DAÑOS,28.6830792,-106.12173299,p3
777452,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7416834,-106.1192479,p1
777455,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62187448,-106.07015775,p1
777464,2020-01-23,HOMICIDIO,28.79460849,-106.14950456,v3
777473,2020-01-23,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.73699666,-106.15544336,p4
777477,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6374411,-106.079572,p1
777492,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6800979,-106.1106651,p1
777493,2020-01-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6178732,-106.0696311,p0
777504,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64939323,-106.01638304,p1
777521,2020-01-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6936819,-106.1405716,p0
777534,2020-01-23,DAÑOS,28.7136777,-106.0851404,p3
777558,2020-01-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7301627,-106.141845,v1
777590,2020-01-23,VIOLENCIA FAMILIAR,28.7476008,-106.134151,v0
777592,2020-01-23,ROBO DE VEHÍCULO SIN VIOLENCIA,28.66159057,-105.99083489,p2
777629,2020-01-23,TENTATIVA DE HOMICIDIO,28.7028243,-106.1077099,v6
777638,2020-01-23,ROBO A PERSONA SIN VIOLENCIA,28.59833662,-106.02308217,p6
777709,2020-01-23,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7371666,-106.1178522,p2
777726,2020-01-23,ROBO A TRANSPORTISTA CON VIOLENCIA,28.6263848,-106.0614468,v11
777754,2020-01-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.60189525,-106.10311491,v1
777837,2020-01-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.63495776,-106.05467842,v1
777846,2020-01-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72893274,-106.11330255,p1
777945,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.78162904,-106.17043417,p0
777946,2020-01-24,DELITOS CONTRA LA SALUD,28.643005,-106.1003817,v7
777984,2020-01-24,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7101707,-106.0897086,p4
777996,2020-01-24,DAÑOS,28.6486428,-106.059048,p3
778001,2020-01-24,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6815009,-106.0837725,p2
778007,2020-01-24,ROBO DE VEHÍCULO SIN VIOLENCIA,28.63553351,-106.07141728,p2
778008,2020-01-24,ROBO DE VEHÍCULO SIN VIOLENCIA,28.66555033,-106.09311906,p2
778027,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6721045,-106.1293899,p0
778032,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.70016902,-106.10661979,p0
778071,2020-01-24,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.675484,-106.112542,v1
778095,2020-01-24,DAÑOS,28.6838736,-106.1342506,p3
778102,2020-01-24,ROBO A PERSONA SIN VIOLENCIA,28.64830618,-106.07038971,p6
778174,2020-01-24,ROBO A PERSONA SIN VIOLENCIA,28.58806133,-106.03557043,p6
778176,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59160709,-106.08710814,p0
778186,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66779334,-105.94853326,p0
778190,2020-01-24,DAÑOS,28.7186329,-105.9982789,p3
778201,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64793841,-106.00401104,p0
778222,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6679093,-106.12129809,p0
778226,2020-01-24,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62072373,-106.02856212,p1
778231,2020-01-24,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.73375419,-106.10010592,p4
778235,2020-01-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6418636,-106.0801792,p0
778245,2020-01-24,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7224558,-106.1129798,p2
778325,2020-01-24,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.647611,-106.08102,v1
